1,Bulvar Rokossovskogo,??????? ?????????????,14,01/08/1990,?8 m,"column, triple-span",55°48?53?N 37°44?03?E? / ?55.8148°N 37.7342°E? / 55.8148; 37.7342? (Bulvar Rokossovskogo (Sokolnicheskaya line))
7,Oktyabrskoye Pole,??????????? ????,14,30/12/1972,-11 m,"column, triple-span",55°47?37?N 37°29?37?E? / ?55.7935°N 37.4935°E? / 55.7935; 37.4935? (Oktyabrskoye Pole)
7,Polezhayevskaya,????????????,14,30/12/1972,?10 m,"column, triple-span",55°46?39?N 37°31?09?E? / ?55.7775°N 37.5192°E? / 55.7775; 37.5192? (Polezhayevskaya)
7,Begovaya,???????,,30/12/1972,?9 m,"column, triple-span",55°46?26?N 37°32?48?E? / ?55.7738°N 37.5468°E? / 55.7738; 37.5468? (Begovaya)
7,Ulitsa 1905 Goda,????? 1905 ????,,30/12/1972,?11 m,"column, triple-span",55°45?54?N 37°33?41?E? / ?55.7650°N 37.5613°E? / 55.7650; 37.5613? (Ulitsa 1905 Goda)
7,Barrikadnaya,???????????,5,30/12/1972,?30 m,"pylon, triple-vault",55°45?40?N 37°34?46?E? / ?55.7612°N 37.5795°E? / 55.7612; 37.5795? (Barrikadnaya)
7,Pushkinskaya,??????????,2+9,17/12/1975,?51 m,"column, triple-vault",55°45?54?N 37°36?28?E? / ?55.7650°N 37.6079°E? / 55.7650; 37.6079? (Pushkinskaya)
7,Kuznetsky Most,????????? ????,1,17/12/1975,?39.5 m,"column, triple-vault",55°45?38?N 37°37?33?E? / ?55.7606°N 37.6259°E? / 55.7606; 37.6259? (Kuznetsky Most)
7,Kitay-gorod,?????-?????,6,03/01/1971,?29 m,"column, triple-vault",55°45?19?N 37°38?00?E? / ?55.7553°N 37.6333°E? / 55.7553; 37.6333? (Kitay-gorod)
7,Taganskaya,?????????,5+8,31/12/1966,?36 m,"pylon, triple-vault",55°44?25?N 37°39?08?E? / ?55.7402°N 37.6522°E? / 55.7402; 37.6522? (Taganskaya (Tagansko-Krasnopresnenskaya line))
7,Proletarskaya,????????????,10,31/12/1966,?9 m,"column, triple-span",55°43?55?N 37°39?57?E? / ?55.7319°N 37.6659°E? / 55.7319; 37.6659? (Proletarskaya)
7,Volgogradsky Prospekt,????????????? ????????,,31/12/1966,?8 m,"column, triple-span",55°43?31?N 37°41?13?E? / ?55.7253°N 37.6869°E? / 55.7253; 37.6869? (Volgogradsky Prospekt)
7,Tekstilshchiki,????????????,,31/12/1966,?13 m,"column, triple-span",55°42?32?N 37°43?54?E? / ?55.7088°N 37.7316°E? / 55.7088; 37.7316? (Tekstilshchiki)
7,Kuzminki,?????????,,31/12/1966,?8 m,"column, triple-span",55°42?20?N 37°45?56?E? / ?55.7056°N 37.7656°E? / 55.7056; 37.7656? (Kuzminki)
7,Ryazansky Prospekt,????????? ????????,,31/12/1966,?6 m,"column, triple-span",55°43?01?N 37°47?36?E? / ?55.7170°N 37.7933°E? / 55.7170; 37.7933? (Ryazansky Prospekt)
7,Vykhino,??????,,31/12/1966,0 m,"surface, open",55°42?56?N 37°49?05?E? / ?55.7156°N 37.8181°E? / 55.7156; 37.8181? (Vykhino)
7,Lermontovsky Prospekt,????????????? ????????,,09/11/2013,?12 m,"single-vault, shallow",55°42?05?N 37°51?09?E? / ?55.7013°N 37.8525°E? / 55.7013; 37.8525? (Lermontovsky Prospekt)
7,Zhulebino,????????,,09/11/2013,?15 m,"column, double-span",55°41?08?N 37°51?23?E? / ?55.6855°N 37.8563°E? / 55.6855; 37.8563? (Zhulebino)
7,Kotelniki,??????????,,21/09/2015,?15 m,"column, double-span",55°40?27?N 37°51?30?E? / ?55.6743°N 37.8582°E? / 55.6743; 37.8582? (Kotelniki)
8A,Ramenki,???????,,16/03/2017,?15 m,"column, double-span",55°41?51?N 37°29?54?E? / ?55.6975°N 37.4984°E? / 55.6975; 37.4984? (Ramenki)
8A,Lomonosovsky Prospekt,????????????? ????????,,16/03/2017,?15 m,"column, double-span",55°42?25?N 37°30?56?E? / ?55.7069°N 37.5156°E? / 55.7069; 37.5156? (Lomonosovsky Prospekt)
8A,Minskaya,???????,,16/03/2017,?15 m,"column, double-span",55°43?29?N 37°29?49?E? / ?55.7246°N 37.4970°E? / 55.7246; 37.4970? (Minskaya)
8A,Park Pobedy,???? ??????,3,06/05/2003,?73.6 m,"pylon, triple-vault",55°44?10?N 37°31?06?E? / ?55.7362°N 37.5182°E? / 55.7362; 37.5182? (Park Pobedy)
8,Tretyakovskaya,?????????????,6+2,25/01/1986,?46 m,"pylon, triple-vault",55°44?28?N 37°37?39?E? / ?55.7412°N 37.6274°E? / 55.7412; 37.6274? (Tretyakovskaya)
8,Marksistskaya,????????????,5+7,30/12/1979,?60 m,"column, triple-vault",55°44?28?N 37°39?15?E? / ?55.7411°N 37.6543°E? / 55.7411; 37.6543? (Marksistskaya)
8,Ploshchad Ilyicha,??????? ??????,10,30/12/1979,?46 m,"pylon, triple-vault",55°44?50?N 37°40?57?E? / ?55.7472°N 37.6824°E? / 55.7472; 37.6824? (Ploshchad Ilyicha)
8,Aviamotornaya,????????????,,30/12/1979,?53 m,"column, triple-vault",55°45?09?N 37°43?09?E? / ?55.7524°N 37.7191°E? / 55.7524; 37.7191? (Aviamotornaya (Kalininsko-Solntsevskaya line))
8,Shosse Entuziastov,????? ???????????,14,30/12/1979,?53 m,"pylon, triple-vault",55°45?27?N 37°45?00?E? / ?55.7576°N 37.7500°E? / 55.7576; 37.7500? (Shosse Entuziastov)
8,Perovo,??????,,30/12/1979,?9 m,"single-vault, shallow",55°45?04?N 37°47?12?E? / ?55.7511°N 37.7866°E? / 55.7511; 37.7866? (Perovo)
8,Novogireyevo,???????????,,30/12/1979,?9 m,"column, triple-span",55°45?06?N 37°49?00?E? / ?55.7517°N 37.8166°E? / 55.7517; 37.8166? (Novogireyevo)
8,Novokosino,??????????,,30/08/2012,?9 m,"single-vault, shallow",55°44?42?N 37°51?50?E? / ?55.7451°N 37.8638°E? / 55.7451; 37.8638? (Novokosino)
9,Altufyevo,?????????,,15/07/1994,?9 m,"single-vault, shallow",55°53?53?N 37°35?13?E? / ?55.8980°N 37.5870°E? / 55.8980; 37.5870? (Altufyevo)
9,Bibirevo,????????,,31/12/1992,?9.5 m,"column, triple-span",55°53?02?N 37°36?12?E? / ?55.8838°N 37.6034°E? / 55.8838; 37.6034? (Bibirevo)
9,Otradnoye,????????,,01/03/1991,?9 m,"single-vault, shallow",55°51?48?N 37°36?17?E? / ?55.8633°N 37.6047°E? / 55.8633; 37.6047? (Otradnoye)
9,Vladykino,?????????,14,01/03/1991,?10.5 m,"column, triple-span",55°50?50?N 37°35?24?E? / ?55.8473°N 37.5899°E? / 55.8473; 37.5899? (Vladykino (Moscow Central Circle))
9,Petrovsko-Razumovskaya,?????????-???????????,10,01/03/1991,?61 m,"column, triple-vault",55°50?06?N 37°34?28?E? / ?55.8351°N 37.5745°E? / 55.8351; 37.5745? (Petrovsko-Razumovskaya)
9,Timiryazevskaya,?????????????,13,01/03/1991,?63.5 m,"single-vault, deep",55°49?03?N 37°34?35?E? / ?55.8176°N 37.5765°E? / 55.8176; 37.5765? (Timiryazevskaya)
9,Dmitrovskaya,???????????,,01/03/1991,?59 m,"pylon, triple-vault",55°48?25?N 37°34?54?E? / ?55.8069°N 37.5817°E? / 55.8069; 37.5817? (Dmitrovskaya)
9,Savyolovskaya,???????????,,31/12/1988,?52 m,"pylon, triple-vault",55°47?34?N 37°35?19?E? / ?55.7927°N 37.5885°E? / 55.7927; 37.5885? (Savyolovskaya)
9,Mendeleyevskaya,?????????????,5,31/12/1988,?48.5 m,"column, triple-vault",55°46?52?N 37°36?04?E? / ?55.7810°N 37.6011°E? / 55.7810; 37.6011? (Mendeleyevskaya)
9,Tsvetnoy Bulvar,??????? ???????,10,31/12/1988,?50 m,"pylon, triple-vault",55°46?15?N 37°37?07?E? / ?55.7708°N 37.6187°E? / 55.7708; 37.6187? (Tsvetnoy Bulvar)
9,Chekhovskaya,?????????,2+7,31/12/1987,?62 m,"pylon, triple-vault",55°45?52?N 37°36?35?E? / ?55.7644°N 37.6097°E? / 55.7644; 37.6097? (Chekhovskaya)
9,Borovitskaya,??????????,1+3+4,23/01/1986,?46.5 m,"pylon, triple-vault",55°45?04?N 37°36?26?E? / ?55.7511°N 37.6072°E? / 55.7511; 37.6072? (Borovitskaya)
9,Polyanka,???????,,23/01/1986,?36.5 m,"column, triple-vault",55°44?16?N 37°37?05?E? / ?55.7379°N 37.6180°E? / 55.7379; 37.6180? (Polyanka)
9,Serpukhovskaya,????????????,5,08/11/1983,?43 m,"pylon, triple-vault",55°43?41?N 37°37?29?E? / ?55.7280°N 37.6246°E? / 55.7280; 37.6246? (Serpukhovskaya)
9,Tulskaya,????????,,08/11/1983,?9.5 m,"single-vault, shallow",55°42?31?N 37°37?22?E? / ?55.7087°N 37.6229°E? / 55.7087; 37.6229? (Tulskaya)
9,Nagatinskaya,???????????,,08/11/1983,?13.5 m,"column, triple-span",55°40?59?N 37°37?21?E? / ?55.6830°N 37.6224°E? / 55.6830; 37.6224? (Nagatinskaya)
9,Nagornaya,????????,,08/11/1983,?9 m,"column, triple-span",55°40?21?N 37°36?37?E? / ?55.6724°N 37.6104°E? / 55.6724; 37.6104? (Nagornaya)
9,Nakhimovsky Prospekt,??????????? ????????,,08/11/1983,?9.5 m,"single-vault, shallow",55°39?46?N 37°36?20?E? / ?55.6627°N 37.6055°E? / 55.6627; 37.6055? (Nakhimovsky Prospekt)
9,Sevastopolskaya,???????????????,11A,08/11/1983,?13 m,"column, triple-span",55°39?09?N 37°35?54?E? / ?55.6524°N 37.5984°E? / 55.6524; 37.5984? (Sevastopolskaya)
9,Chertanovskaya,????????????,,08/11/1983,?10.5 m,"column, triple-span",55°38?26?N 37°36?24?E? / ?55.6405°N 37.6067°E? / 55.6405; 37.6067? (Chertanovskaya)
9,Yuzhnaya,?????,,08/11/1983,?10 m,"single-vault, shallow",55°37?21?N 37°36?32?E? / ?55.6224°N 37.6090°E? / 55.6224; 37.6090? (Yuzhnaya)
9,Prazhskaya,????????,,06/11/1985,?9.5 m,"column, triple-span",55°36?45?N 37°36?16?E? / ?55.6124°N 37.6044°E? / 55.6124; 37.6044? (Prazhskaya)
9,Ulitsa Akademika Yangelya,????? ????????? ??????,,31/08/2000,?8 m,"single-vault, shallow",55°35?42?N 37°36?01?E? / ?55.5949°N 37.6004°E? / 55.5949; 37.6004? (Ulitsa Akademika Yangelya)
9,Annino,??????,,12/12/2001,?8 m,"single-vault, shallow",55°34?58?N 37°35?48?E? / ?55.5828°N 37.5966°E? / 55.5828; 37.5966? (Annino)
9,Bulvar Dmitriya Donskogo,??????? ??????? ????????,12,26/12/2002,?10 m,"column, triple-span",55°34?09?N 37°34?37?E? / ?55.5693°N 37.5769°E? / 55.5693; 37.5769? (Bulvar Dmitriya Donskogo)
10,Seligerskaya,???????????,,22/03/2018,-20 m,"column, triple-span",55°51?54?N 37°32?54?E? / ?55.865000°N 37.548333°E? / 55.865000; 37.548333? (Seligerskaya)
10,Verkhnie Likhobory,??????? ????????,,22/03/2018,,"pylon, triple-vault",55°51?21?N 37°33?40?E? / ?55.855833°N 37.561111°E? / 55.855833; 37.561111? (Verkhnie Likhobory)
10,Okruzhnaya,????????,14,22/03/2018,,"pylon, triple-vault",55°50?46?N 37°34?27?E? / ?55.846000°N 37.574250°E? / 55.846000; 37.574250? (Okruzhnaya)
10,Petrovsko-Razumovskaya,?????????-???????????,9,01/03/1991,?61 m,"column, triple-vault",55°50?06?N 37°34?28?E? / ?55.8351°N 37.5745°E? / 55.8351; 37.5745? (Petrovsko-Razumovskaya)
10,Fonvizinskaya,????????????,,16/09/2016,?65 m,"pylon, triple-vault",55°49?22?N 37°35?17?E? / ?55.8228°N 37.5881°E? / 55.8228; 37.5881? (Fonvizinskaya)
10,Butyrskaya,?????????,,16/09/2016,?60 m,"pylon, triple-vault",55°48?48?N 37°36?10?E? / ?55.8133°N 37.6028°E? / 55.8133; 37.6028? (Butyrskaya)
10,Maryina Roshcha,??????? ????,,19/06/2010,?60 m,"pylon, triple-vault",55°47?43?N 37°36?58?E? / ?55.7954°N 37.6162°E? / 55.7954; 37.6162? (Maryina Roshcha)
10,Dostoyevskaya,???????????,,19/06/2010,?60 m,"column, triple-vault",55°46?54?N 37°36?54?E? / ?55.7816°N 37.6151°E? / 55.7816; 37.6151? (Dostoyevskaya)
10,Trubnaya,???????,9,30/08/2007,?60 m,"column, triple-vault",55°46?08?N 37°37?12?E? / ?55.7688°N 37.6200°E? / 55.7688; 37.6200? (Trubnaya)
10,Sretensky Bulvar,?????????? ???????,1+6,29/12/2007,?60 m,"pylon, triple-vault",55°46?00?N 37°38?21?E? / ?55.7668°N 37.6392°E? / 55.7668; 37.6392? (Sretensky Bulvar)
10,Chkalovskaya,??????????,3+5,28/12/1995,?51 m,"pylon, triple-vault",55°45?23?N 37°39?26?E? / ?55.7565°N 37.6573°E? / 55.7565; 37.6573? (Chkalovskaya)
10,Rimskaya,???????,8,28/12/1995,?54 m,"column, triple-vault",55°44?47?N 37°40?55?E? / ?55.7463°N 37.6819°E? / 55.7463; 37.6819? (Rimskaya)
10,Krestyanskaya Zastava,???????????? ???????,7,28/12/1995,?47 m,"column, triple-vault",55°43?59?N 37°40?02?E? / ?55.7331°N 37.6673°E? / 55.7331; 37.6673? (Krestyanskaya Zastava)
10,Dubrovka,????????,14,11/12/1999,?62 m,"column, triple-vault",55°43?07?N 37°40?34?E? / ?55.7186°N 37.6760°E? / 55.7186; 37.6760? (Dubrovka)
10,Kozhukhovskaya,???????????,,28/12/1995,?12 m,"single-vault, shallow",55°42?27?N 37°41?06?E? / ?55.7074°N 37.6851°E? / 55.7074; 37.6851? (Kozhukhovskaya)
10,Pechatniki,?????????,,28/12/1995,?4 m,"column, triple-span",55°41?36?N 37°43?37?E? / ?55.6934°N 37.7270°E? / 55.6934; 37.7270? (Pechatniki)
10,Volzhskaya,????????,,28/12/1995,?8 m,single-span,55°41?27?N 37°45?11?E? / ?55.6909°N 37.7530°E? / 55.6909; 37.7530? (Volzhskaya)
10,Lyublino,???????,,25/12/1996,?8 m,"single-vault, shallow",55°40?33?N 37°45?42?E? / ?55.6758°N 37.7618°E? / 55.6758; 37.7618? (Lyublino)
10,Bratislavskaya,?????????????,,25/12/1996,?8 m,"column, double-span",55°39?35?N 37°45?02?E? / ?55.6597°N 37.7505°E? / 55.6597; 37.7505? (Bratislavskaya)
10,Maryino,???????,,25/12/1996,?8 m,single-span,55°39?00?N 37°44?35?E? / ?55.6500°N 37.7431°E? / 55.6500; 37.7431? (Maryino)
10,Borisovo,????????,,02/12/2011,?10 m,"single-vault, shallow",55°38?00?N 37°44?37?E? / ?55.6334°N 37.7436°E? / 55.6334; 37.7436? (Borisovo)
10,Shipilovskaya,???????????,,02/12/2011,?10 m,"single-vault, shallow",55°37?16?N 37°44?37?E? / ?55.6211°N 37.7437°E? / 55.6211; 37.7437? (Shipilovskaya)
10,Zyablikovo,?????????,2,02/12/2011,?15 m,"single-vault, shallow",55°36?45?N 37°44?43?E? / ?55.6124°N 37.7453°E? / 55.6124; 37.7453? (Zyablikovo)
11,Delovoy Tsentr,??????? ?????,4,26/02/2018,,,
11,Shelepikha,????????,8A+14,26/02/2018,,,
11,Khoroshyovskaya,???????????,8A+7+14,26/02/2018,,,
11,CSKA (Moscow Metro),????,8A,26/02/2018,,,
11,Petrovsky Park,?????????? ????,8A+2,26/02/2018,,,
11A,Kashirskaya,?????????,2,11/08/1969,?7 m,"column, triple-span",55°39?18?N 37°38?55?E? / ?55.6551°N 37.6487°E? / 55.6551; 37.6487? (Kashirskaya)
11A,Varshavskaya,??????????,,11/08/1969,?9 m,"column, triple-span",55°39?12?N 37°37?10?E? / ?55.6533°N 37.6194°E? / 55.6533; 37.6194? (Varshavskaya)
11A,Kakhovskaya,?????????,9,11/08/1969,?8 m,"column, triple-span",55°39?11?N 37°35?54?E? / ?55.6530°N 37.5983°E? / 55.6530; 37.5983? (Kakhovskaya)
12,Bittsevsky Park,?????????? ????,6,27/02/2014,?10 m,"single-vault, shallow",55°36?01?N 37°33?22?E? / ?55.6004°N 37.5562°E? / 55.6004; 37.5562? (Bittsevsky Park)
12,Lesoparkovaya,????????????,,27/02/2014,?10 m,"single-vault, shallow",55°34?56?N 37°34?37?E? / ?55.5821°N 37.5769°E? / 55.5821; 37.5769? (Lesoparkovaya)
12,Ulitsa Starokachalovskaya,????? ????????????????,9,27/12/2003,?10 m,"single-span, two halls",55°34?08?N 37°34?36?E? / ?55.5690°N 37.5767°E? / 55.5690; 37.5767? (Ulitsa Starokachalovskaya)
12,Ulitsa Skobelevskaya,????? ????????????,,27/12/2003,+9.6 m,"elevated, open",55°32?53?N 37°33?17?E? / ?55.5481°N 37.5546°E? / 55.5481; 37.5546? (Ulitsa Skobelevskaya)
12,Bulvar Admirala Ushakova,??????? ???????? ???????,,27/12/2003,+9.6 m,"elevated, open",55°32?44?N 37°32?35?E? / ?55.5455°N 37.5430°E? / 55.5455; 37.5430? (Bulvar Admirala Ushakova)
12,Ulitsa Gorchakova,????? ?????????,,27/12/2003,+9.6 m,"elevated, open",55°32?30?N 37°31?51?E? / ?55.5418°N 37.5308°E? / 55.5418; 37.5308? (Ulitsa Gorchakova)
12,Buninskaya Alleya,????????? ?????,,27/12/2003,+9.6 m,"elevated, open",55°32?17?N 37°30?57?E? / ?55.5380°N 37.5158°E? / 55.5380; 37.5158? (Buninskaya Alleya)
13,Timiryazevskaya,?????????????,9,20/11/2004,+6 m,"elevated, open",55°49?08?N 37°34?44?E? / ?55.8190°N 37.5789°E? / 55.8190; 37.5789? (Timiryazevskaya)
13,Ulitsa Milashenkova,????? ???????????,10,20/11/2004,+6 m,"elevated, open",55°49?18?N 37°35?28?E? / ?55.8218°N 37.5911°E? / 55.8218; 37.5911? (Ulitsa Milashenkova)
13,Teletsentr,?????????,,20/11/2004,+6 m,"elevated, open",55°49?18?N 37°36?32?E? / ?55.8218°N 37.6089°E? / 55.8218; 37.6089? (Teletsentr)
13,Ulitsa Akademika Korolyova,????? ????????? ????????,,20/11/2004,+12 m,"elevated, open",55°49?18?N 37°37?37?E? / ?55.8218°N 37.6269°E? / 55.8218; 37.6269? (Ulitsa Akademika Korolyova)
13,Vystavochny Tsentr,??????????? ?????,6,20/11/2004,+6 m,"elevated, open",55°49?26?N 37°38?18?E? / ?55.8240°N 37.6383°E? / 55.8240; 37.6383? (Vystavochny Tsentr)
13,Ulitsa Sergeya Eyzenshteyna,????? ?????? ???????????,,20/11/2004,+6 m,"elevated, open",55°49?45?N 37°35?31?E? / ?55.8292°N 37.5919°E? / 55.8292; 37.5919? (Ulitsa Sergeya Eisensteina)
14,Okruzhnaya,????????,10,10/09/2016,,surface,55°50?50?N 37°34?10?E? / ?55.8472°N 37.5694°E? / 55.8472; 37.5694? (Okruzhnaya)
14,Vladykino,?????????,9,10/09/2016,,surface,55°50?51?N 37°35?35?E? / ?55.8476°N 37.5930°E? / 55.8476; 37.5930? (Vladykino)
14,Botanichesky Sad,???????????? ???,6,10/09/2016,,surface,55°50?46?N 37°38?29?E? / ?55.8460°N 37.6413°E? / 55.8460; 37.6413? (Botanichesky Sad)
14,Rostokino,?????????,,10/09/2016,,surface,55°50?24?N 37°39?55?E? / ?55.8400°N 37.6653°E? / 55.8400; 37.6653? (Rostokino)
14,Belokamennaya,????????????,,10/09/2016,,surface,55°49?48?N 37°42?02?E? / ?55.8300°N 37.7006°E? / 55.8300; 37.7006? (Belokamennaya)
14,Bulvar Rokossovskogo,??????? ?????????????,1,10/09/2016,,surface,55°49?02?N 37°44?13?E? / ?55.8172°N 37.7369°E? / 55.8172; 37.7369? (Bulvar Rokossovskogo (Moscow Central Circle))
14,Lokomotiv,?????????,1,10/09/2016,,surface,55°48?14?N 37°44?46?E? / ?55.8039°N 37.7460°E? / 55.8039; 37.7460? (Lokomotiv)
14,Izmaylovo,?????????,3,10/09/2016,,surface,55°47?19?N 37°44?34?E? / ?55.7886°N 37.7428°E? / 55.7886; 37.7428? (Izmaylovo)
14,Sokolinaya Gora,????????? ????,,11/10/2016,,surface,55°46?17?N 37°44?42?E? / ?55.7714°N 37.7451°E? / 55.7714; 37.7451? (Sokolinaya Gora)
14,Shosse Entuziastov,????? ???????????,8,10/09/2016,,surface,55°45?32?N 37°44?47?E? / ?55.7590°N 37.7463°E? / 55.7590; 37.7463? (Shosse Entuziastov)
14,Andronovka,??????????,,10/09/2016,,surface,55°44?28?N 37°44?04?E? / ?55.7411°N 37.7344°E? / 55.7411; 37.7344? (Andronovka)
14,Nizhegorodskaya,?????????????,,10/09/2016,,elevated,55°43?56?N 37°43?42?E? / ?55.7322°N 37.7282°E? / 55.7322; 37.7282? (Nizhegorodskaya)
14,Novokhokhlovskaya,??????????????,,10/09/2016,,surface,55°43?26?N 37°42?58?E? / ?55.7239°N 37.7161°E? / 55.7239; 37.7161? (Novokhokhlovskaya)
14,Ugreshskaya,?????????,7,10/09/2016,,surface,55°43?06?N 37°41?52?E? / ?55.7183°N 37.6978°E? / 55.7183; 37.6978? (Ugreshskaya)
14,Dubrovka,????????,10,11/10/2016,,surface,55°43?06?N 37°41?52?E? / ?55.7183°N 37.6978°E? / 55.7183; 37.6978? (Dubrovka)
14,Avtozavodskaya,?????????????,2,10/09/2016,,surface,55°42?23?N 37°39?47?E? / ?55.7063°N 37.6631°E? / 55.7063; 37.6631? (Avtozavodskaya (Moscow Central Circle))
14,ZIL,???,2,10/09/2016,,surface,55°41?54?N 37°38?54?E? / ?55.6983°N 37.6483°E? / 55.6983; 37.6483? (ZIL)
14,Verkhnie Kotly,??????? ?????,9,10/09/2016,,surface,55°41?24?N 37°37?08?E? / ?55.6900°N 37.6189°E? / 55.6900; 37.6189? (Verkhnie Kotly)
14,Krymskaya,????????,,10/09/2016,,surface,55°41?24?N 37°36?18?E? / ?55.6900°N 37.6050°E? / 55.6900; 37.6050? (Krymskaya)
14,Ploshchad Gagarina,??????? ????????,6,10/09/2016,,underground,55°42?25?N 37°35?09?E? / ?55.7069°N 37.5858°E? / 55.7069; 37.5858? (Ploshchad Gagarina)
14,Luzhniki,???????,1,10/09/2016,,surface,55°43?13?N 37°33?47?E? / ?55.7203°N 37.5631°E? / 55.7203; 37.5631? (Luzhniki)
14,Kutuzovskaya,???????????,4+3+8A,10/09/2016,,surface,55°44?27?N 37°32?00?E? / ?55.7408°N 37.5333°E? / 55.7408; 37.5333? (Kutuzovskaya)
14,Delovoy Tsentr,??????? ?????,4,10/09/2016,,elevated,55°44?50?N 37°31?56?E? / ?55.7472°N 37.5322°E? / 55.7472; 37.5322? (Delovoy Tsentr)
14,Shelepikha,????????,8A+11,10/09/2016,,surface,55°45?27?N 37°31?32?E? / ?55.7575°N 37.5256°E? / 55.7575; 37.5256? (Shelepikha)
14,Khoroshyovo,????????,7+8A+11,10/09/2016,,surface,55°46?38?N 37°30?26?E? / ?55.7772°N 37.5072°E? / 55.7772; 37.5072? (Khoroshyovo)
14,Zorge,?????,,04/11/2016,,surface,55°47?16?N 37°30?16?E? / ?55.7878°N 37.5045°E? / 55.7878; 37.5045? (Zorge)
14,Panfilovskaya,????????????,7,08/11/2016,,surface,55°47?57?N 37°29?56?E? / ?55.7991°N 37.4988°E? / 55.7991; 37.4988? (Panfilovskaya)
14,Streshnevo,?????????,,10/09/2016,,surface,55°48?49?N 37°29?13?E? / ?55.8136°N 37.4869°E? / 55.8136; 37.4869? (Streshnevo)
14,Baltiyskaya,??????????,2,10/09/2016,,surface,55°49?33?N 37°29?46?E? / ?55.8258°N 37.4961°E? / 55.8258; 37.4961? (Baltiyskaya)
14,Koptevo,???????,,01/11/2016,,surface,55°50?23?N 37°31?13?E? / ?55.8397°N 37.5203°E? / 55.8397; 37.5203? (Koptevo)
14,Likhobory,????????,,10/09/2016,,surface,55°50?50?N 37°33?05?E? / ?55.8472°N 37.5513°E? / 55.8472; 37.5513? (Likhobory)
